#,Name,Level{Item},Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,StackSize,IsUnique,IsUntradable,Price{Mid},Price{Low},CanBeHq,IsDyeable,ClassJob{Repair},Level{Equip},EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,Model{Main},Model{Sub},ClassJob{Use},MaterializeType,MateriaSlotCount,IsPvP,IsGlamourous
8077,Steering Mechanism Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8078,Escape Flyer Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8079,Spare Tank Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8080,Refabrication Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8081,Isolator Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8082,Hyperconductor Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8083,Auxiliary Aerodynamo Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8084,Decorative Plating Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8085,Hull Interior Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8086,Propulsion Engine Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8087,Engine Jointing Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8088,Helm Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8089,Finishing Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8090,Figurehead Component Materials,1,1,12,63,0,0,24,999,False,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8091,Bladder Component,1,1,16,63,0,0,24,999,False,True,45,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8092,Bladder Lining Component,1,1,16,63,0,0,24,999,False,True,45,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8093,Starboard Hull Component,1,1,16,63,0,0,24,999,False,True,45,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8094,Larboard Hull Component,1,1,16,63,0,0,24,999,False,True,45,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8095,Gyrodrive Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8096,Rigging Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8097,Deck Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8098,Engine Casing Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8099,Crafting Tool Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8100,Cockpit Exterior Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8101,Cockpit Interior Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8102,Ballast Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8103,Instrument Panel Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8104,Aerodynamo Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8105,Starboard Wing Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8106,Larboard Wing Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8107,Starboard Wing Control Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8108,Larboard Wing Control Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8109,Transmission Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8110,Heat Vent Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8112,Speaking Tube Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8113,Lamp Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8114,Exhaust Outlet Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8115,Disposal Unit Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8117,Ceruleum Tank Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8118,Steering Mechanism Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8120,Escape Flyer Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8121,Spare Tank Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8122,Refabrication Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8123,Isolator Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8125,Hyperconductor Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8126,Auxiliary Aerodynamo Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8127,Decorative Plating Component,1,1,16,63,0,0,24,999,False,True,45,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8129,Hull Interior Component,1,2,16,63,0,0,24,999,False,True,57,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8130,Propulsion Engine Component,1,2,16,63,0,0,24,999,False,True,57,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8131,Engine Jointing Component,1,2,16,63,0,0,24,999,False,True,57,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8132,Helm Component,1,2,16,63,0,0,24,999,False,True,57,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8133,Finishing Component,1,2,16,63,0,0,24,999,False,True,57,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8134,Figurehead Component,1,2,16,63,0,0,24,999,False,True,57,0,True,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8135,Master Carpenter: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8136,Master Blacksmith: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8137,Master Armorer: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8138,Master Goldsmith: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8139,Master Leatherworker: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8140,Master Weaver: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8141,Master Alchemist: Demimateria,1,1,23,63,0,0,59,1,True,True,5000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8142,Clear Demimateria I,10,1,16,83,57,0,54,99,False,False,2000,200,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8143,Clear Demimateria II,30,1,16,83,57,0,54,99,False,False,10000,1000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8144,Clear Demimateria III,50,1,16,83,57,0,54,99,False,False,50000,5000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8145,Battlecraft Demimateria I,30,1,12,83,57,0,16,999,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8146,Battlecraft Demimateria II,50,1,12,83,57,0,16,999,False,False,12000,300,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8147,Battlecraft Demimateria III,70,1,12,83,57,0,16,999,False,False,20000,500,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8148,Fieldcraft Demimateria I,30,1,12,83,57,0,16,999,False,False,2200,44,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8149,Fieldcraft Demimateria II,50,1,12,83,57,0,16,999,False,False,11000,220,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8150,Fieldcraft Demimateria III,70,1,12,83,57,0,16,999,False,False,20000,400,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8151,Demimateria of the Inferno,90,1,12,83,57,0,16,999,False,False,68000,1000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8152,Demimateria of the Vortex,90,1,12,83,57,0,16,999,False,False,78000,1000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8153,Demimateria of Crags,90,1,12,83,57,0,16,999,False,False,88000,1000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8154,Demimog Demimateria,90,1,12,83,57,0,16,999,False,False,85000,1000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8155,Mastercraft Demimateria,70,1,12,83,57,0,16,999,False,False,30000,3000,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8156,Unhidden Leather Map,50,2,18,61,60,0,60,999,False,False,2475,38,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8157,Xelphatol Apple,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8158,Doman Plum,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8159,Mamook Pear,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8160,Valfruit,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8161,O'Ghomoro Berries,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8162,Cieldalaes Pineapple,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8163,Han Lemon,45,1,16,61,60,0,51,999,False,False,264,4,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8165,Krakka Root,70,1,16,61,60,0,51,999,False,False,3980,7,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8166,Thavnairian Onion,70,1,16,61,60,0,51,999,False,False,443,7,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8167,Pearl Roselle Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8168,Magicked Stable Broom,70,1,16,61,60,0,51,999,False,False,20000,42,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8169,Curiel Root Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8170,Sylkis Bud Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8171,Mimett Gourd Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8172,Tantalplant Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8173,Pahsana Fruit Seeds,1,1,20,82,81,0,50,999,False,False,261,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8174,Xelphatol Apple Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8175,Doman Plum Pits,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8176,Mamook Pear Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8177,Valfruit Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8178,O'Ghomoro Berry Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8179,Cieldalaes Pineapple Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8180,Han Lemon Seeds,1,1,20,82,0,0,50,999,False,True,198,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8182,Krakka Root Seeds,1,1,20,82,81,0,50,999,False,False,3480,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8183,Thavnairian Onion Seeds,70,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8184,Onion Prince Seeds,1,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8185,Eggplant Knight Seeds,1,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8186,Garlic Jester Seeds,1,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8187,Tomato King Seeds,1,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8188,Mandragora Queen Seeds,1,1,20,82,81,0,50,999,False,False,332,1,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8189,Wind-up Ixal,1,1,16,81,0,0,59,1,True,True,25000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8190,Wind-up Succubus,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8191,Wind-up Gilgamesh,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8192,Onion Prince,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8193,Eggplant Knight,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8194,Garlic Jester,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8195,Tomato King,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8196,Mandragora Queen,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8197,Wind-up Onion Knight,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8198,Treasure Box,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8199,Tiny Tapir,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8200,Nana Bear,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8201,Miniature Minecart,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8202,Nutkin,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8203,Wind-up Minfilia,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8204,Wind-up Thancred,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8205,Naughty Nanka,1,1,16,81,75,0,59,1,False,False,2400,60,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8206,Panda Cub,1,1,16,81,0,0,59,1,True,True,2400,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8207,Draught Chocobo Whistle,1,1,16,63,0,0,59,1,True,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8208,Direwolf Whistle,1,1,16,63,0,0,59,1,True,True,120000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8209,Storm Warsteed Horn,1,1,16,63,0,0,59,1,True,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8210,Serpent Warsteed Horn,1,1,16,63,0,0,59,1,True,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8211,Flame Warsteed Horn,1,1,16,63,0,0,59,1,True,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8212,Markab Whistle,1,1,16,63,0,0,59,1,True,True,120000,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8213,Aetheryte Pendulum,1,1,16,63,0,0,59,1,True,True,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8214,Realm Reborn Red,1,1,16,85,74,0,61,999,False,False,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8215,Magicked Prism (Meteor Survivor),1,1,16,85,74,0,61,999,False,False,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8216,Pinwheel,1,1,16,85,74,0,61,999,False,False,19,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8217,Magitek Torch (Red Lotus),1,1,16,85,0,0,61,999,False,False,5,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8218,Skyrocket,1,1,16,85,0,0,61,999,False,False,5,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8222,Ixali Oaknot Promissory Note,40,1,16,61,0,0,63,999,False,True,1350,0,False,False,0,1,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8229,Tassets of the Divine War,80,2,44,39,0,0,5,1,True,True,8553,134,False,False,10,50,1,59,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8235,Belt of Divine Wisdom,80,2,44,39,0,0,5,1,True,True,7920,134,False,False,12,50,1,47,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8241,Belt of the Divine Hero,80,2,44,39,0,0,5,1,True,True,7920,134,False,False,12,50,1,102,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8247,Belt of the Divine Light,80,2,44,39,0,0,5,1,True,True,7920,134,False,False,12,50,1,66,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8253,Belt of the Divine Harvest,80,2,44,39,0,0,5,1,True,True,7920,134,False,False,12,50,1,64,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8259,Belt of Divine Death,80,2,44,39,0,0,5,1,True,True,7920,134,False,False,12,50,1,63,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8309,Phlegethon's Plate Belt,100,3,44,39,0,0,5,1,True,True,16632,223,False,False,10,50,1,59,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8315,The Guardian's Tassets of Maiming,100,3,44,39,0,0,5,1,True,True,14256,223,False,False,10,50,1,47,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8321,The Guardian's Tassets of Striking,100,3,44,39,0,0,5,1,True,True,14256,223,False,False,10,50,1,102,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8327,Amon's Sash,100,3,44,39,0,0,5,1,True,True,9504,223,False,False,13,50,1,66,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8333,Scylla's Belt of Healing,100,3,44,39,0,0,5,1,True,True,11880,223,False,False,12,50,1,64,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8339,Scylla's Belt of Casting,100,3,44,39,0,0,5,1,True,True,11880,223,False,False,12,50,1,63,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,False,False
8447,Dodore Belt,55,2,44,39,0,0,5,1,False,True,5445,50,True,False,12,50,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,1,False,False
8448,Dodore Survival Belt,55,2,44,39,0,0,5,1,False,True,5445,50,True,False,12,50,1,1,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,1,False,False
8532,Lord's Yukata (Blackflame),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"198, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
8533,Lord's Yukata (Whiteflame),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"198, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
8534,Lord's Yukata (Blueflame),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,2,1,0,0,"198, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
8535,Lady's Yukata (Redfly),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"198, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
8536,Lady's Yukata (Bluefly),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"198, 2, 0, 0","0, 0, 0, 0",0,1,0,False,True
8537,Lady's Yukata (Pinkfly),1,1,4,35,0,4,5,1,False,True,59,0,False,False,13,1,3,1,0,0,"198, 3, 0, 0","0, 0, 0, 0",0,1,0,False,True
8542,Ti Leaf Lei,1,1,4,35,33,4,5,1,False,False,59,2,False,False,14,1,2,1,0,0,"194, 1, 0, 0","0, 0, 0, 0",0,1,0,False,True
